Record_ID,Country,State_Region,Date,Confirmed_Cases,Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccination_Rate,Hospitalization_Rate,ICU_Cases
COVID_012822,Australia,New South Wales,2021-07-01,475.0,17.0,419.0,39.0,1973.0,34.4,2.9,0.0
COVID_001919,France,Auvergne-Rhone-Alpes,2023-10-06,510.0,34.0,350.0,126.0,2090.0,21.7,3.2,0.0
COVID_014630,France,Pays de la Loire,2020-07-01,501.0,68.0,457.0,0.0,2075.0,,2.1,0.0
COVID_013109,France,Ile-de-France,2023-10-26,506.0,30.0,366.0,110.0,2126.0,11.3,10.7,1.0
COVID_013355,France,Grand Est,2021-10-16,519.0,7.0,351.0,161.0,2064.0,45.1,2.9,0.0
COVID_001455,Japan,Kanagawa,2021-03-06,524.0,22.0,394.0,108.0,1963.0,93.6,8.1,1.0
COVID_012619,China,Guangdong,2022-01-11,462.0,48.0,281.0,133.0,2058.0,68.1,18.6,2.0
COVID_000724,Australia,South Australia,2022-06-21,536.0,8.0,468.0,60.0,,65.8,9.8,1.0
COVID_017448,UK,Scotland,2022-01-20,502.0,31.0,324.0,147.0,1983.0,75.6,6.5,1.0
COVID_004918,Japan,Chiba,2020-10-24,498.0,7.0,411.0,80.0,2008.0,49.3,15.0,1.0
COVID_010013,Turkey,Istanbul,2021-06-17,478.0,6.0,323.0,149.0,1969.0,72.1,4.5,1.0
COVID_010204,South Africa,Western Cape,2020-04-23,508.0,26.0,362.0,120.0,2034.0,42.4,13.0,2.0
COVID_014735,Japan,Hokkaido,2020-08-20,534.0,38.0,416.0,80.0,1932.0,16.8,15.8,1.0
COVID_011682,France,Hauts-de-France,2021-10-07,458.0,52.0,344.0,62.0,1972.0,34.1,16.3,1.0
COVID_008135,Japan,Aichi,2023-07-09,475.0,61.0,430.0,0.0,2022.0,88.4,3.2,0.0
COVID_000065,Germany,Bavaria,2022-09-06,492.0,29.0,406.0,57.0,2052.0,11.3,11.0,1.0
COVID_016160,Brazil,Goias,2023-07-07,481.0,49.0,303.0,129.0,2021.0,14.3,9.5,1.0
COVID_005897,USA,Illinois,2020-09-27,519.0,48.0,447.0,24.0,2053.0,31.1,7.4,0.0
COVID_017493,Russia,Chelyabinsk Oblast,2023-03-19,535.0,67.0,396.0,72.0,2004.0,47.3,19.2,1.0
COVID_003442,USA,New York,2020-11-14,543.0,72.0,417.0,54.0,2026.0,67.3,19.8,1.0
COVID_006033,Iran,Mazandaran,2020-03-15,505.0,36.0,377.0,92.0,2037.0,11.8,13.6,1.0
COVID_015915,Turkey,Mersin,2022-12-08,499.0,67.0,312.0,120.0,2035.0,19.8,13.4,2.0
COVID_014236,USA,Georgia,2020-02-06,532.0,20.0,445.0,67.0,,87.9,8.9,1.0
COVID_008144,Canada,Prince Edward Island,2021-08-25,462.0,26.0,378.0,58.0,2034.0,23.5,15.3,1.0
COVID_000357,China,Jiangsu,2022-04-09,481.0,30.0,406.0,45.0,1949.0,25.5,11.3,1.0
COVID_004619,Spain,Andalusia,2020-04-15,451.0,40.0,416.0,0.0,2059.0,57.2,14.2,0.0
COVID_014718,Iran,Tehran,2021-12-05,475.0,38.0,331.0,,1984.0,71.9,15.5,2.0
COVID_006755,France,Occitanie,2022-12-09,453.0,15.0,301.0,,2050.0,65.8,6.8,1.0
COVID_009573,Brazil,Sao Paulo,2021-06-28,497.0,24.0,421.0,52.0,1923.0,91.3,3.9,0.0
COVID_002460,Turkey,Bursa,2021-05-28,,40.0,431.0,11.0,2018.0,40.6,7.9,0.0
COVID_011039,Mexico,Guanajuato,2020-08-27,526.0,72.0,382.0,72.0,2079.0,54.4,16.1,1.0
COVID_014277,Spain,Aragon,2022-03-06,557.0,60.0,489.0,8.0,2029.0,28.6,16.4,0.0
COVID_009556,China,Zhejiang,2023-11-13,443.0,24.0,267.0,152.0,1970.0,72.7,18.8,3.0
COVID_008047,UK,Wales,2023-05-09,476.0,7.0,401.0,68.0,2033.0,49.4,11.1,1.0
COVID_004784,Canada,New Brunswick,2020-05-17,504.0,31.0,432.0,41.0,1912.0,47.1,15.8,1.0
COVID_006029,UK,Wales,2022-05-28,496.0,31.0,351.0,114.0,1979.0,36.2,19.5,2.0
COVID_002768,UK,Northern Ireland,2021-08-04,484.0,,391.0,72.0,1985.0,40.4,17.1,1.0
COVID_010153,Italy,Veneto,2023-05-23,503.0,33.0,414.0,,2074.0,24.8,14.8,1.0
COVID_010069,Canada,Saskatchewan,2020-03-22,509.0,35.0,308.0,166.0,2113.0,25.0,12.9,2.0
COVID_013789,UK,England,2021-06-15,491.0,30.0,303.0,158.0,1999.0,81.4,16.7,3.0
COVID_010694,South Africa,Eastern Cape,2020-06-28,,35.0,413.0,98.0,1973.0,46.5,13.1,1.0
COVID_001635,Turkey,Gaziantep,2020-02-07,524.0,39.0,447.0,38.0,2055.0,34.0,16.8,1.0
COVID_008911,UK,Wales,2021-09-09,488.0,58.0,360.0,70.0,1968.0,81.4,19.2,1.0
COVID_000762,Canada,Ontario,2022-10-23,503.0,16.0,365.0,122.0,1959.0,69.9,11.6,1.0
COVID_015524,Australia,Australian Capital Territory,2022-07-13,494.0,21.0,335.0,138.0,1958.0,67.1,14.9,2.0
COVID_015033,Iran,Kerman,2021-03-24,505.0,,360.0,131.0,2023.0,37.4,13.5,2.0
COVID_003131,Spain,Basque Country,2022-03-26,491.0,59.0,380.0,52.0,2040.0,38.6,15.3,1.0
COVID_007419,India,West Bengal,2023-08-22,486.0,58.0,333.0,95.0,2008.0,58.8,18.9,2.0
COVID_012211,Germany,North Rhine-Westphalia,2022-04-11,541.0,73.0,359.0,109.0,2031.0,43.3,6.8,1.0
COVID_012950,Spain,Castile and Leon,2020-07-11,518.0,27.0,378.0,113.0,2031.0,85.0,4.3,0.0
COVID_009669,Australia,New South Wales,2022-06-03,501.0,8.0,452.0,41.0,1922.0,17.6,16.9,1.0
COVID_007433,Iran,Alborz,2022-05-28,452.0,46.0,411.0,0.0,2021.0,28.9,7.3,0.0
COVID_007116,Japan,Kyoto,2021-03-23,501.0,60.0,352.0,89.0,2035.0,41.3,8.4,1.0
COVID_002884,Italy,Tuscany,2021-08-02,512.0,71.0,428.0,13.0,2082.0,68.2,7.4,0.0
COVID_015346,Germany,Rhineland-Palatinate,2021-03-05,507.0,65.0,352.0,90.0,2069.0,57.2,13.4,1.0
COVID_013393,France,Auvergne-Rhone-Alpes,2021-12-19,520.0,13.0,321.0,186.0,1995.0,29.7,17.1,3.0
COVID_014070,UK,Wales,2023-11-06,465.0,32.0,311.0,122.0,2010.0,65.8,4.5,1.0
COVID_005092,Japan,Kyoto,2021-01-19,458.0,51.0,393.0,14.0,1988.0,64.1,18.3,0.0
COVID_014089,Turkey,Ankara,2020-10-14,546.0,79.0,336.0,131.0,1971.0,71.4,2.5,0.0
COVID_016465,Italy,Emilia-Romagna,2020-12-19,497.0,65.0,357.0,75.0,2002.0,62.5,8.3,1.0
COVID_001416,Japan,Hokkaido,2020-05-22,483.0,6.0,458.0,19.0,1972.0,87.0,10.0,0.0
COVID_005859,South Africa,Northern Cape,2023-04-14,508.0,,437.0,23.0,2044.0,73.6,13.2,0.0
COVID_008058,South Africa,Limpopo,2020-11-03,532.0,51.0,456.0,25.0,2002.0,80.9,3.3,0.0
COVID_005806,India,Uttar Pradesh,2021-09-14,525.0,68.0,477.0,0.0,1975.0,80.3,5.8,0.0
COVID_011987,Mexico,Jalisco,2022-05-21,464.0,29.0,399.0,36.0,1987.0,55.0,14.9,1.0
COVID_007882,China,Hubei,2020-09-27,492.0,14.0,433.0,45.0,1917.0,38.9,13.5,1.0
COVID_007633,France,Grand Est,2020-02-09,497.0,18.0,321.0,158.0,2014.0,39.2,18.5,3.0
COVID_006908,Germany,Saxony,2021-10-22,511.0,56.0,479.0,0.0,2027.0,54.2,9.2,0.0
COVID_007550,Japan,Kyoto,2023-10-16,494.0,60.0,422.0,12.0,1997.0,14.2,10.3,0.0
COVID_012569,USA,Ohio,2022-05-23,478.0,66.0,401.0,11.0,2006.0,37.8,7.0,0.0
COVID_015942,Germany,Hesse,2023-09-24,482.0,46.0,329.0,107.0,2056.0,74.5,2.8,0.0
COVID_010001,Iran,Fars,2022-10-06,493.0,70.0,381.0,42.0,1995.0,33.0,9.5,0.0
COVID_013847,India,Maharashtra,2023-08-14,517.0,16.0,393.0,108.0,2015.0,52.2,9.0,1.0
COVID_017526,Russia,Moscow Oblast,2022-08-12,480.0,27.0,429.0,24.0,2064.0,82.2,4.3,0.0
COVID_015018,USA,Ohio,2020-08-28,506.0,51.0,360.0,95.0,2012.0,46.7,,2.0
COVID_011401,Russia,Republic of Bashkortostan,2022-08-01,476.0,28.0,411.0,,2024.0,65.0,10.3,0.0
COVID_014140,South Korea,Chungcheong,2022-03-10,498.0,15.0,422.0,61.0,2021.0,64.0,16.8,1.0
COVID_004922,Japan,Hyogo,2022-06-12,422.0,54.0,265.0,103.0,1980.0,83.8,12.8,1.0
COVID_000767,Spain,Murcia,2020-07-23,528.0,14.0,389.0,125.0,2092.0,81.4,13.2,2.0
COVID_010014,Mexico,Nuevo Leon,2020-03-17,503.0,70.0,319.0,114.0,2003.0,93.3,8.2,1.0
COVID_003204,USA,New York,2021-01-18,456.0,47.0,325.0,84.0,1938.0,77.0,6.5,1.0
COVID_010634,USA,Ohio,2020-05-20,504.0,14.0,475.0,15.0,2026.0,93.2,16.0,0.0
COVID_004807,Turkey,Konya,2020-08-21,455.0,36.0,278.0,141.0,2009.0,44.8,7.0,1.0
COVID_008857,Russia,Rostov Oblast,2023-03-23,516.0,66.0,411.0,39.0,2047.0,29.5,15.4,1.0
COVID_017169,Turkey,Mersin,2023-04-12,499.0,57.0,352.0,90.0,1935.0,48.8,4.4,0.0
COVID_016238,South Korea,Gyeonggi,2021-07-20,449.0,36.0,272.0,141.0,2017.0,85.7,9.0,1.0
COVID_000930,Japan,Aichi,2020-08-03,495.0,26.0,423.0,46.0,2014.0,48.0,11.6,1.0
COVID_006487,Canada,Manitoba,2020-12-28,464.0,16.0,315.0,133.0,1967.0,37.8,11.7,2.0
COVID_015163,Germany,Hesse,2023-03-16,536.0,37.0,400.0,99.0,1968.0,82.6,5.2,1.0
COVID_002150,USA,Illinois,2021-12-08,474.0,16.0,329.0,129.0,1975.0,20.7,13.7,2.0
COVID_006035,Germany,Hamburg,2022-05-12,515.0,24.0,315.0,176.0,2014.0,62.6,12.6,2.0
COVID_013466,South Africa,Western Cape,2023-07-26,498.0,5.0,318.0,175.0,2064.0,23.9,13.9,2.0
COVID_003230,India,Uttar Pradesh,2020-07-19,499.0,39.0,307.0,153.0,1938.0,37.9,3.1,0.0
COVID_002839,Germany,Bavaria,2022-11-28,473.0,53.0,448.0,0.0,2112.0,74.8,16.2,0.0
COVID_016411,Turkey,Adana,2021-11-21,495.0,36.0,425.0,34.0,2097.0,52.7,5.4,0.0
COVID_004283,Russia,Saint Petersburg,2022-08-19,,60.0,429.0,5.0,1913.0,53.1,10.4,0.0
COVID_000914,Brazil,Rio Grande do Sul,2021-02-07,511.0,50.0,395.0,66.0,1979.0,20.1,17.5,1.0
COVID_015430,Canada,Saskatchewan,2023-04-20,504.0,34.0,382.0,88.0,2046.0,53.1,6.3,1.0
COVID_015147,Canada,Nova Scotia,2022-08-03,535.0,48.0,398.0,89.0,1924.0,38.4,15.8,1.0
COVID_008672,Spain,Aragon,2020-04-01,507.0,43.0,481.0,0.0,1926.0,87.9,11.9,0.0
COVID_015394,Canada,Alberta,2022-06-14,526.0,34.0,386.0,106.0,2001.0,94.6,3.6,0.0
COVID_011992,Australia,New South Wales,2020-03-14,468.0,22.0,309.0,137.0,2002.0,49.0,19.8,3.0
COVID_001252,China,Sichuan,2020-02-25,529.0,43.0,453.0,33.0,2022.0,14.2,10.7,0.0
COVID_013915,South Africa,KwaZulu-Natal,2021-06-09,512.0,29.0,337.0,146.0,1994.0,47.9,14.2,2.0
COVID_015030,Germany,Hamburg,2023-02-13,525.0,21.0,460.0,44.0,1985.0,63.4,19.7,1.0
COVID_011865,Germany,Saxony,2020-07-14,520.0,45.0,332.0,143.0,2013.0,63.6,5.0,1.0
COVID_000308,China,Jiangxi,2022-02-20,498.0,40.0,388.0,70.0,2067.0,19.4,8.0,1.0
COVID_004707,USA,Ohio,2021-09-22,493.0,55.0,385.0,53.0,2073.0,36.2,8.4,0.0
COVID_007659,Japan,Aichi,2022-07-10,489.0,66.0,321.0,102.0,2049.0,69.4,17.8,2.0
COVID_008050,Canada,Newfoundland and Labrador,2022-11-26,523.0,74.0,391.0,58.0,1889.0,77.6,2.3,0.0
COVID_017092,South Africa,Western Cape,2022-04-12,476.0,69.0,348.0,59.0,2027.0,75.5,6.0,0.0
COVID_003774,Brazil,Sao Paulo,2020-03-26,503.0,73.0,462.0,0.0,2060.0,28.4,16.3,0.0
COVID_015997,South Africa,North West,2020-01-24,529.0,13.0,346.0,170.0,2009.0,61.8,5.4,1.0
COVID_003714,Mexico,Puebla,2020-09-05,518.0,13.0,360.0,145.0,1958.0,50.5,13.3,2.0
COVID_008133,UK,Wales,2023-03-08,507.0,32.0,355.0,120.0,1997.0,44.2,6.5,1.0
COVID_004684,India,Tamil Nadu,2020-05-21,489.0,58.0,425.0,6.0,1957.0,85.8,3.9,0.0
COVID_013520,Iran,Razavi Khorasan,2020-08-20,541.0,47.0,365.0,129.0,2001.0,26.4,18.0,2.0
COVID_008854,South Africa,Northern Cape,2023-09-14,494.0,7.0,353.0,134.0,2010.0,53.5,4.8,1.0
COVID_014260,UK,Northern Ireland,2023-10-10,473.0,28.0,394.0,51.0,1951.0,19.5,6.5,0.0
COVID_013210,Germany,Schleswig-Holstein,2022-03-17,493.0,42.0,323.0,128.0,2047.0,,17.5,2.0
COVID_013844,UK,England,2020-10-20,,36.0,480.0,0.0,1962.0,69.5,2.8,0.0
COVID_001465,Russia,Chelyabinsk Oblast,2022-11-15,484.0,34.0,426.0,24.0,1920.0,35.4,9.0,0.0
COVID_011109,USA,Michigan,2021-02-19,465.0,19.0,,149.0,2021.0,15.7,3.6,1.0
COVID_007589,Brazil,Minas Gerais,2022-05-12,476.0,7.0,341.0,128.0,2038.0,23.7,12.0,2.0
COVID_009212,Australia,New South Wales,2020-08-07,499.0,48.0,301.0,150.0,1950.0,42.7,6.7,1.0
COVID_004290,USA,Ohio,2021-03-08,503.0,30.0,431.0,42.0,1944.0,81.6,14.0,1.0
COVID_009584,Canada,New Brunswick,2021-07-15,492.0,73.0,366.0,53.0,1935.0,60.0,12.7,1.0
COVID_011375,India,Gujarat,2023-04-01,526.0,68.0,410.0,48.0,2025.0,92.4,,1.0
COVID_003835,South Korea,Daejeon,2023-01-17,535.0,9.0,409.0,117.0,1966.0,79.6,4.1,0.0
COVID_011812,Iran,Mazandaran,2020-05-21,484.0,37.0,413.0,34.0,2057.0,43.4,17.4,1.0
COVID_015056,Canada,Newfoundland and Labrador,2022-12-22,462.0,48.0,286.0,128.0,2062.0,10.8,7.8,1.0
COVID_010446,Canada,British Columbia,2022-09-14,500.0,52.0,471.0,0.0,1989.0,13.2,2.2,0.0
COVID_012014,Canada,Saskatchewan,2020-08-16,473.0,41.0,364.0,68.0,2043.0,80.4,2.9,0.0
COVID_003273,Japan,Hyogo,2023-08-19,517.0,35.0,353.0,129.0,1965.0,27.4,4.9,1.0
COVID_006711,Australia,Victoria,2021-07-10,462.0,26.0,289.0,147.0,2043.0,13.6,13.1,2.0
COVID_004188,Germany,Saxony,2020-10-27,527.0,49.0,380.0,98.0,1989.0,43.6,7.7,1.0
COVID_006639,Mexico,Guanajuato,2022-10-03,520.0,72.0,373.0,75.0,1935.0,22.6,8.5,1.0
COVID_004198,Germany,Bavaria,2020-04-12,516.0,51.0,326.0,139.0,2032.0,65.3,6.5,1.0
COVID_014958,Mexico,Jalisco,2020-09-16,507.0,20.0,309.0,178.0,1961.0,84.9,7.1,1.0
COVID_012081,South Korea,Seoul,2021-06-23,537.0,23.0,463.0,51.0,1979.0,90.8,4.1,0.0
COVID_015059,Japan,Hokkaido,2022-09-17,465.0,47.0,340.0,78.0,2011.0,21.6,16.4,1.0
COVID_004004,Mexico,Sonora,2021-10-18,528.0,7.0,331.0,190.0,2061.0,44.7,10.4,2.0
COVID_001605,South Korea,Daegu,2022-08-16,506.0,20.0,458.0,28.0,1938.0,49.7,2.7,0.0
COVID_008729,UK,England,2021-10-26,504.0,22.0,382.0,100.0,2015.0,88.5,10.3,1.0
COVID_002203,Brazil,Rio Grande do Sul,2021-01-15,513.0,75.0,474.0,0.0,1991.0,51.9,12.4,0.0
COVID_003423,Spain,Madrid,2022-06-21,500.0,27.0,417.0,56.0,2020.0,72.3,13.2,1.0
COVID_002475,France,Occitanie,2022-07-10,490.0,43.0,362.0,85.0,1945.0,78.1,5.7,0.0
COVID_007061,India,Karnataka,2022-05-25,518.0,16.0,336.0,166.0,1957.0,38.3,5.2,1.0
COVID_017581,Turkey,Kocaeli,2021-08-06,577.0,77.0,419.0,81.0,2028.0,64.1,7.2,1.0
COVID_003283,Japan,Kanagawa,2023-10-02,491.0,18.0,432.0,41.0,1977.0,22.8,9.7,0.0
COVID_002752,Mexico,Puebla,2020-09-05,516.0,36.0,467.0,13.0,1960.0,40.9,10.4,0.0
COVID_017043,China,Jiangsu,2023-01-24,451.0,50.0,411.0,0.0,2088.0,40.7,4.3,0.0
COVID_002215,Brazil,Sao Paulo,2023-10-11,502.0,33.0,466.0,3.0,2037.0,54.5,9.3,0.0
COVID_015096,Australia,Queensland,2021-08-17,548.0,34.0,515.0,0.0,1947.0,92.2,11.9,0.0
COVID_015956,UK,Northern Ireland,2021-12-13,490.0,60.0,379.0,51.0,1983.0,14.2,18.0,1.0
COVID_003535,Japan,Kyoto,2021-09-08,495.0,58.0,449.0,0.0,2010.0,70.7,18.0,0.0
COVID_002797,UK,Wales,2021-07-02,489.0,22.0,426.0,41.0,1971.0,23.3,9.3,0.0
COVID_005947,Japan,Osaka,2021-05-20,461.0,9.0,406.0,46.0,1921.0,19.6,4.0,0.0
COVID_010710,South Korea,Gyeonggi,2022-12-06,557.0,11.0,461.0,85.0,2115.0,26.9,5.7,0.0
COVID_010588,Spain,Castile and Leon,2020-10-28,509.0,22.0,357.0,130.0,2021.0,79.4,16.2,2.0
COVID_016360,South Korea,Daegu,2021-12-18,478.0,48.0,407.0,23.0,2025.0,55.0,4.6,0.0
COVID_009034,Russia,Rostov Oblast,2023-08-20,504.0,59.0,402.0,43.0,1987.0,84.8,17.5,1.0
COVID_001813,Iran,Gilan,2021-10-18,507.0,69.0,430.0,8.0,1995.0,66.8,13.2,0.0
COVID_007146,Italy,Sicily,2020-01-12,489.0,53.0,,89.0,2015.0,36.6,8.3,1.0
COVID_017431,Turkey,Mersin,2021-01-22,474.0,30.0,424.0,20.0,1907.0,50.7,12.4,0.0
COVID_013542,Canada,Quebec,2020-08-23,480.0,45.0,395.0,40.0,2036.0,69.9,19.8,1.0
COVID_015372,Japan,Tokyo,2023-06-08,507.0,57.0,305.0,145.0,2049.0,52.2,8.3,1.0
COVID_000370,South Africa,KwaZulu-Natal,2020-09-25,537.0,24.0,474.0,39.0,2042.0,42.5,17.4,1.0
COVID_011403,Germany,Baden-Wurttemberg,2020-10-13,495.0,54.0,447.0,0.0,2013.0,79.7,12.3,0.0
COVID_011818,Italy,Calabria,2020-08-20,510.0,9.0,424.0,77.0,2008.0,87.2,13.8,1.0
COVID_014779,France,Auvergne-Rhone-Alpes,2020-11-22,522.0,42.0,409.0,71.0,2032.0,11.6,9.9,1.0
COVID_013829,Japan,Fukuoka,2021-05-03,546.0,18.0,383.0,145.0,2098.0,13.2,2.5,0.0
COVID_016951,UK,Scotland,2023-02-08,478.0,70.0,334.0,74.0,1952.0,31.7,2.6,0.0
COVID_010400,South Africa,KwaZulu-Natal,2022-11-03,514.0,65.0,407.0,42.0,1952.0,18.1,8.4,0.0
COVID_012920,Turkey,Izmir,2021-11-21,491.0,56.0,421.0,14.0,2014.0,43.6,13.2,0.0
COVID_008096,Iran,Alborz,2022-03-05,497.0,35.0,370.0,92.0,1981.0,81.8,18.1,2.0
COVID_009413,South Korea,Gyeonggi,2021-10-01,529.0,78.0,417.0,34.0,1964.0,93.6,17.8,1.0
COVID_000918,South Africa,Eastern Cape,2020-04-25,446.0,26.0,333.0,87.0,2062.0,48.3,3.9,0.0
COVID_002284,Iran,Golestan,2023-01-26,499.0,66.0,439.0,0.0,2002.0,47.3,19.6,0.0
COVID_011013,Iran,Golestan,2020-04-09,495.0,62.0,426.0,7.0,2013.0,62.8,10.2,0.0
COVID_006928,Germany,Baden-Wurttemberg,2021-02-21,534.0,14.0,328.0,192.0,1942.0,31.5,5.4,1.0
COVID_015028,Germany,Baden-Wurttemberg,2022-12-14,454.0,59.0,398.0,0.0,1912.0,47.9,4.2,0.0
COVID_016553,UK,England,2023-11-27,529.0,11.0,497.0,21.0,1915.0,26.2,11.4,0.0
COVID_016490,UK,Northern Ireland,2023-09-01,474.0,12.0,,126.0,2008.0,43.7,15.3,2.0
COVID_017270,Mexico,Guanajuato,2023-08-26,460.0,44.0,286.0,130.0,2001.0,61.2,9.7,1.0
COVID_003214,Spain,Madrid,2022-07-28,484.0,16.0,440.0,28.0,2000.0,33.2,9.1,0.0
COVID_010213,Canada,Prince Edward Island,2023-04-19,486.0,55.0,417.0,,1989.0,90.8,13.1,0.0
COVID_012938,UK,England,2021-01-03,,66.0,408.0,30.0,2007.0,44.5,17.1,1.0
COVID_008310,Turkey,Bursa,2020-02-21,519.0,37.0,422.0,60.0,1965.0,15.3,7.6,0.0
COVID_005997,Mexico,Guanajuato,2023-05-22,492.0,,351.0,84.0,2053.0,75.9,12.2,1.0
COVID_002828,Turkey,Adana,2023-09-01,491.0,53.0,421.0,17.0,2034.0,24.1,8.4,0.0
COVID_010946,Germany,Hamburg,2022-08-28,494.0,65.0,417.0,12.0,2014.0,35.9,16.4,0.0
COVID_012656,China,Hunan,2023-08-04,479.0,40.0,416.0,23.0,2038.0,61.3,6.9,0.0
COVID_000969,Turkey,Gaziantep,2023-09-17,499.0,28.0,382.0,89.0,1993.0,35.2,19.9,2.0
COVID_012860,USA,New York,2021-09-05,467.0,60.0,288.0,119.0,1988.0,17.4,18.2,2.0
COVID_014706,Italy,Emilia-Romagna,2022-09-10,475.0,,296.0,154.0,2021.0,87.5,9.3,1.0
COVID_001788,Germany,Saxony,2022-04-16,494.0,28.0,440.0,26.0,2043.0,45.9,9.2,0.0
COVID_013782,Iran,Fars,2022-07-10,484.0,26.0,347.0,111.0,2026.0,,15.0,2.0
COVID_000760,Iran,East Azerbaijan,2023-05-02,488.0,6.0,317.0,165.0,1974.0,76.8,16.0,3.0
COVID_015578,Russia,Sverdlovsk Oblast,2021-12-11,453.0,35.0,402.0,16.0,2017.0,66.1,10.8,0.0
COVID_016795,Italy,Veneto,2022-08-02,,74.0,456.0,10.0,1968.0,76.9,17.2,0.0
COVID_001632,Spain,Catalonia,2021-05-06,498.0,,390.0,43.0,2010.0,92.8,15.0,1.0
COVID_004544,Australia,Northern Territory,2022-09-20,491.0,13.0,317.0,161.0,1953.0,41.8,10.4,2.0
COVID_009202,South Korea,Busan,2020-06-21,491.0,18.0,344.0,129.0,2050.0,78.1,3.4,
COVID_007518,Italy,Piedmont,2022-03-18,471.0,65.0,360.0,46.0,1983.0,82.3,10.6,0.0
COVID_013893,USA,Ohio,2022-06-28,504.0,15.0,458.0,31.0,2012.0,55.0,2.5,0.0
COVID_012350,Brazil,Parana,2020-11-18,528.0,78.0,320.0,130.0,2052.0,93.7,,1.0
COVID_004624,Russia,Sverdlovsk Oblast,2021-09-11,544.0,70.0,381.0,93.0,1905.0,67.7,8.4,1.0
COVID_002970,Australia,New South Wales,2023-02-13,525.0,65.0,473.0,0.0,1990.0,28.8,8.3,0.0
COVID_005388,Turkey,Adana,2020-08-03,,8.0,398.0,44.0,1934.0,35.5,11.8,1.0
COVID_016293,UK,England,2020-01-23,532.0,49.0,406.0,77.0,1936.0,60.7,19.6,2.0
COVID_000324,Australia,Victoria,2020-09-23,539.0,75.0,429.0,35.0,1990.0,22.9,10.1,0.0
COVID_005237,India,West Bengal,2022-03-21,488.0,7.0,356.0,125.0,2012.0,94.8,10.9,1.0
COVID_015377,South Korea,Chungcheong,2020-05-04,536.0,69.0,501.0,0.0,2041.0,30.1,12.1,0.0
COVID_001942,France,Grand Est,2022-10-17,501.0,44.0,416.0,41.0,1909.0,58.5,6.1,0.0
COVID_000963,France,Normandy,2020-01-22,487.0,34.0,328.0,125.0,2025.0,49.4,15.7,2.0
COVID_015967,USA,Ohio,2023-01-11,497.0,69.0,408.0,20.0,1963.0,57.4,19.5,0.0
COVID_015292,Brazil,Bahia,2020-12-18,512.0,25.0,330.0,157.0,2027.0,17.3,3.0,0.0
COVID_003386,Japan,Osaka,2022-07-26,470.0,12.0,312.0,146.0,2051.0,50.9,2.8,0.0
COVID_000320,Brazil,Goias,2022-05-18,503.0,71.0,378.0,54.0,1989.0,31.0,4.5,0.0
COVID_010593,France,Provence-Alpes-Cote d'Azur,2020-07-18,497.0,48.0,367.0,82.0,1933.0,63.0,7.2,1.0
COVID_013727,Australia,New South Wales,2022-06-03,490.0,16.0,390.0,,1903.0,30.5,18.4,2.0
COVID_002471,Japan,Kyoto,2022-11-08,518.0,70.0,478.0,0.0,1961.0,69.3,2.6,0.0
COVID_017271,France,Brittany,2020-06-03,513.0,76.0,364.0,73.0,1989.0,89.5,3.6,0.0
COVID_016485,UK,Northern Ireland,2023-08-08,519.0,47.0,485.0,0.0,2067.0,94.4,6.9,0.0
COVID_000710,Germany,Hesse,2022-09-05,482.0,32.0,401.0,49.0,1956.0,88.2,13.6,1.0
COVID_013571,Spain,Castile and Leon,2023-05-24,456.0,21.0,350.0,85.0,2092.0,17.2,11.3,1.0
COVID_014011,UK,Wales,2020-02-15,496.0,50.0,371.0,75.0,2033.0,66.4,5.2,0.0
COVID_010211,South Africa,Mpumalanga,2023-05-16,530.0,6.0,416.0,108.0,2043.0,57.3,9.2,1.0
COVID_015409,Brazil,Goias,2022-10-21,547.0,52.0,365.0,130.0,1981.0,24.6,,2.0
COVID_010431,Italy,Sicily,2021-09-27,481.0,70.0,415.0,0.0,2016.0,75.6,19.5,0.0
COVID_000657,Spain,Aragon,2020-01-14,539.0,42.0,410.0,87.0,2036.0,73.2,2.7,0.0
COVID_010304,Australia,Queensland,2022-12-12,495.0,31.0,429.0,35.0,2032.0,54.8,3.2,0.0
COVID_015421,Italy,Emilia-Romagna,2021-03-14,514.0,70.0,379.0,65.0,1907.0,27.9,8.2,1.0
COVID_007526,Iran,Mazandaran,2023-11-05,477.0,45.0,446.0,0.0,2003.0,12.2,7.7,0.0
COVID_005956,Russia,Saint Petersburg,2022-08-12,496.0,17.0,308.0,171.0,2030.0,40.4,11.0,2.0
COVID_000637,Germany,Lower Saxony,2022-12-06,491.0,65.0,321.0,105.0,2031.0,89.5,14.7,2.0
COVID_008592,Turkey,Izmir,2020-05-17,505.0,60.0,353.0,92.0,2030.0,27.0,3.1,0.0
COVID_002785,Germany,Hamburg,2022-03-03,512.0,36.0,462.0,14.0,1998.0,40.8,6.1,0.0
COVID_013859,Mexico,Chihuahua,2023-09-03,,36.0,490.0,0.0,2002.0,61.2,2.2,0.0
COVID_008338,Italy,Campania,2022-05-21,550.0,30.0,388.0,132.0,1943.0,26.2,9.6,1.0
COVID_004210,Japan,Aichi,2023-05-11,508.0,29.0,411.0,68.0,1993.0,40.0,9.4,1.0
COVID_015790,Turkey,Mersin,2020-02-19,513.0,72.0,438.0,3.0,1866.0,91.4,18.7,0.0
COVID_003320,Australia,Queensland,2021-11-11,492.0,24.0,304.0,164.0,1917.0,11.0,18.5,3.0
